35-36|These old, blood stained bandages have prayers of healing sewn into them. If wrapped around a persistent injury (broken arm, cracked ribs, etc) recovery time is halved.
37-38|A scrap of mottled skin bears the tattoo of a black wyvern. Touching the tattoo transfers it to your body, roll [[1d6]]: (i) arm, (ii) chest, (iii) shoulder, (iv) hand, (v) neck, (vi) face. If another person touches the tattoo, it transfers to them, and so on.
39-40|A 2 inch piece of blue coral carved into the likeness of a seahorse head. While holding the trinket, you no longer breathe and don't need air for up to ten minutes. The head functions once per adventure.
41-42|A tin hand mirror with a cloudy face. If you stare into the mirror for one minute, you do not cast reflections in any surface, and cannot be magically detected or scryed. The effects last [[1d4]] days.
43-44|A quartz whetstone that never wears down. Wrapping a damaged blade in an oiling cloth, with the stone placed on top, causes the weapon to repair overnight.
45-46|This charred, chipped, and stained 10 ft wooden pole is (despite appearances) indestructible by any means short of a demigod.
47-48|A mummified cat paw on a golden string. Upon taking possession of this cursed charm, you attract nearby cats for the next [[2d6]] months (cats follow you, meow at you, wait on your doorstep or window sill, etc). The GM decides if the charm can be disposed of early (at which time it disappears).
49-50|An intricate wooden harp carved with images of angels. It sounds like a church pipe organ when strummed.
51-52|This cracked steel helmet has a lion motif. Once per week, the wearer may issue a loud roar like that of a lion, tiger, or similar giant cat. Doing so drains the wearer 1 Con.
53-54|This coin takes many forms, but usually presents as a gold crown. The bearer may will the coin to take the form of any other coin and display either face. Using any of the coin's powers drains [[1d3]] Luck.
55-56|A bronze ear trumpet marked with an ancient hieroglyph. Placing it beside your ear allows you to understand any spoken language. Each time the ear horn is used in this way, Consult the Bones to determine whether you develop a random Madness.
57-58|This sturdy backpack has an eye icon woven into one strap. Whilst in possession of the pack, you feel a tingling sensation at the back of your skull if anyone tries to steal from you.
59-60|A steel lantern edged with silver. When lit, it emits wisps of pale moonlight up to Melee range.
61-62|A small gold statuette of a field rat. Might just be art (120 gp). Or it might be the idol from Adventure Framework #29; Riddle of the Golden Rat.
63-64|This plain cold iron ring squeezes the wearer's finger when a fey being or spirit is within Far range.
65-66|If a reptile can see this shamanic necklace (wooden lizard head set with three quartz stones) it regards the wearer more favourably (advantage on Reaction rolls).
67-68|This sturdy peg leg makes an ominous clicking noise when you walk on a hard surface. You feel an urge to find a parrot or monkey pet, and adopts pirate phrases such as “Drink up me hearties, yo ho!”, “Aye, cap'ain”, and “Open yer buccaneers, mate!” If you evidence your inner seadog before a stranger, you may restore 1 point of Luck (once per adventure).
69-70|A silver chalice with sun and star icons. If you warm yourself in sunlight for fifteen mins, and drinks from the cup, you don't require food or drink for the next twenty four hours.
71-72|This white cloak with a fleece lined interior never gets dirty, and muffles the sounds of armour beneath it (negates armour stealth penalties).
73-74|A smooth marble egg that is cold to the touch. When held in a bare hand, it grows warm if within Close range of a secret door (grows warmer the closer it gets).
75-76|This silver locket is in mint condition, with an interior engraving of a stack of coins. Any time you attempt to spend money (other than on essential food or shelter), you must make a Will check or abandon the purchase (deciding instead that the item is unsuitable, a waste, you don't trust the vendor, etc). You may not attempt to buy the same kind of item again for [[1d4]] days. The cursed locket stays with you for [[1d6+6]] months, then is mysteriously lost.
77-78|This curious drum has a volcano icon painted on its face. When used, the drum continues to beat ten times after the user stops (at the same volume and tempo).
79-80|A dwarven steel tankard decorated with a twin hammer sigil. Slamming the mug down on a table or other hard surface fills it with ale. Only one person may drink from the mug each night, or it stops working for [[1d4]] days.
81-82|A steel hook hand decorated with a mermaid motif. The wearer is super buoyant and cannot fail a swim check.
83-84|An obsidian pendant on an electrum chain. If the wearer of this charm falls from a roof, something always happens to prevent them injuring themselves (a wagon of hay is below, they fall through a shop awning, their cloak snags on a gargoyle, etc).
85-86|This short electrum bracelet is set with twin moonstone gems. Pressing both stones simultaneously causes them to glow for up to an hour (as candlelight, once per day).
87-88|These two wooden daggers are etched with curling vines. The holder of one dagger instinctively knows the direction to the other one (the pair might not be found together).
89-90|This silver whistle produces no sound, but if used outdoors, summons the moon from behind the clouds, or vice versa. Each change takes [[2d6]] rounds.
91-92|This ancient torch never runs out of fuel, produces no smoke, and burns even when submerged under water. It must be smothered to be put out.
93-94|A brass ring with a horn crest. When entering a room, balcony, ascending a podium, etc, you may choose to be accompanied by coincidental fanfare of some kind (eg a church bell tolls, thunder cracks overhead, nearby dogs bark, a baby wails, etc).
95-96|An ornate ball mask adorned with parrot feathers. Whilst wearing the mask, you may perfectly mimic any voice you hear.
97-98|This wooden holy symbol initially appears to belong to a deity consistent with your beliefs. While you sleep however, the cursed relic morphs into a demonic sigil, triggering a hostile random encounter, and increasing your DDM tally by [[1d6]] (once only, the relic then vanishes).
99-100|This 6” diameter coin pouch has a white iceberg stitched on the top flap. The pouch is much larger than it looks, as deep (and as wide, excluding the 6” opening) as your arm up to your shoulder (bonus 2 Pack Gear slots).
